motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-deadlift-poordata,1500,10,16,16,16,500,500,500
774,-0.21875,-0.96875,0.28125,-3.90625,5.859375,0,0,0,0
775,-0.21875,-0.921875,0.375,-1.953125,0,-1.953125,0,0,0
776,-0.171875,-0.9375,0.375,-1.953125,1.953125,-1.953125,0,0,0
777,-0.25,-0.953125,0.140625,-1.953125,-7.8125,0,0,0,0
778,-0.203125,-0.96875,0.296875,-1.953125,3.90625,0,0,0,0
779,-0.203125,-0.953125,0.203125,0,-1.953125,0,0,0,0
780,-0.21875,-0.875,0.328125,-1.953125,0,0,0,0,0
781,-0.21875,-0.921875,0.171875,-1.953125,-1.953125,0,0,0,0
782,-0.1875,-0.875,0.234375,-3.90625,5.859375,0,0,0,0
783,-0.21875,-0.96875,0.21875,-5.859375,0,0,0,0,0
784,-0.1875,-0.90625,0.171875,-3.90625,0,0,0,0,0
785,-0.421875,-1.34375,-0.015625,0,-7.8125,-1.953125,0,0,0
786,-0.140625,-0.984375,0,-1.953125,-11.71875,-7.8125,0,0,0
787,-0.265625,-0.796875,0.125,-1.953125,-3.90625,1.953125,0,0,0
788,-0.3125,-0.921875,0.109375,0,-3.90625,-1.953125,0,0,0
789,-0.140625,-0.828125,0.21875,-1.953125,15.625,0,0,0,0
790,-0.28125,-0.953125,0.109375,0,15.625,0,0,0,0
791,-0.28125,-0.953125,0.109375,0,17.578125,0,0,0,0
792,-0.15625,-0.9375,0.125,0,21.484375,-1.953125,0,0,0
793,-0.203125,-0.859375,0.078125,0,23.4375,0,0,0,0
794,-0.1875,-0.921875,0.15625,0,15.625,0,0,0,0
795,-0.265625,-0.890625,0,-3.90625,3.90625,1.953125,0,0,0
796,-0.28125,-0.875,-0.015625,0,7.8125,0,0,0,0
797,-0.265625,-0.875,-0.078125,-1.953125,11.71875,1.953125,0,0,0
798,-0.1875,-0.921875,-0.09375,-3.90625,-7.8125,1.953125,0,0,0
799,-0.25,-0.921875,0,0,-13.671875,0,0,0,0
800,-0.1875,-0.9375,-0.109375,0,1.953125,0,0,0,0
801,-0.28125,-0.9375,0,0,0,0,0,0,0
802,-0.28125,-0.921875,0,0,0,0,0,0,0
803,-0.234375,-0.921875,-0.015625,0,-3.90625,0,0,0,0
804,-0.21875,-0.921875,-0.046875,0,-3.90625,0,0,0,0
805,-0.265625,-0.90625,-0.03125,0,-9.765625,0,0,0,0
806,-0.203125,-0.90625,0,0,0,0,0,0,0
807,-0.25,-0.90625,-0.03125,0,-1.953125,0,0,0,0
808,-0.265625,-0.921875,-0.078125,0,-3.90625,0,0,0,0
809,-0.21875,-0.921875,-0.03125,0,0,0,0,0,0
810,-0.25,-0.859375,0,3.90625,-5.859375,0,0,0,0
811,-0.171875,-0.921875,0.0625,3.90625,-13.671875,1.953125,0,0,0
812,-0.1875,-0.828125,0,0,-5.859375,0,0,0,0
813,-0.234375,-0.921875,0.15625,1.953125,-9.765625,0,0,0,0
814,-0.296875,-0.96875,0.046875,0,3.90625,0,0,0,0
815,-0.265625,-0.921875,0.21875,-1.953125,1.953125,0,0,0,0
816,-0.234375,-1.015625,0.21875,3.90625,-3.90625,0,0,0,0
817,-0.234375,-1.015625,0.21875,3.90625,-3.90625,0,0,0,0
818,-0.25,-0.953125,0.234375,5.859375,-7.8125,0,0,0,0
819,-0.234375,-0.921875,0.28125,0,-1.953125,1.953125,0,0,0
820,-0.25,-0.96875,0.265625,1.953125,-3.90625,0,0,0,0
821,-0.203125,-0.984375,0.109375,0,9.765625,0,0,0,0
822,-0.203125,-0.953125,0.203125,3.90625,-1.953125,0,0,0,0
823,-0.34375,-1.078125,0,1.953125,-3.90625,0,0,0,0
824,-0.21875,-1.046875,0.203125,-3.90625,1.953125,3.90625,0,0,0
825,-0.34375,-1.109375,0.046875,3.90625,-7.8125,1.953125,0,0,0
826,-0.4375,-1.015625,0.171875,1.953125,-9.765625,0,0,0,0
827,-0.28125,-0.78125,0.296875,-9.765625,-15.625,11.71875,0,0,0
828,-0.1875,-0.515625,0.078125,5.859375,0,-9.765625,0,0,0
829,0.25,-0.40625,0.4375,0,0,0,0,0,0
830,-0.015625,-0.53125,0.125,5.859375,3.90625,-1.953125,0,0,0
831,-0.234375,-0.703125,0.21875,9.765625,-7.8125,-5.859375,0,0,0
832,-0.015625,-0.6875,0.5,1.953125,-3.90625,3.90625,0,0,0
833,-0.3125,-0.90625,0.3125,0,-1.953125,1.953125,0,0,0
834,-0.203125,-1,0.390625,0,3.90625,1.953125,0,0,0
835,-0.28125,-0.96875,0.203125,0,-1.953125,1.953125,0,0,0
836,-0.265625,-0.90625,0.28125,1.953125,0,1.953125,0,0,0
837,-0.265625,-0.859375,0.28125,0,-1.953125,0,0,0,0
838,-0.21875,-0.859375,0.359375,0,0,0,0,0,0
839,-0.25,-0.859375,0.296875,1.953125,-1.953125,-1.953125,0,0,0
840,-0.1875,-0.859375,0.375,0,0,0,0,0,0
841,-0.234375,-0.828125,0.3125,0,-1.953125,-1.953125,0,0,0
842,-0.203125,-0.890625,0.34375,0,-1.953125,0,0,0,0
843,-0.21875,-0.875,0.328125,0,0,0,0,0,0
844,-0.171875,-0.875,0.34375,0,0,0,0,0,0
845,-0.203125,-0.859375,0.359375,0,0,0,0,0,0
846,-0.1875,-0.859375,0.359375,0,1.953125,0,0,0,0
847,-0.234375,-0.859375,0.34375,-1.953125,0,0,0,0,0
848,-0.203125,-0.90625,0.25,0,-5.859375,0,0,0,0
849,-0.15625,-0.875,0.28125,0,0,0,0,0,0
850,-0.125,-0.90625,0.296875,-1.953125,0,1.953125,0,0,0
851,-0.171875,-0.859375,0.328125,-1.953125,3.90625,0,0,0,0
852,-0.1875,-0.84375,0.296875,-3.90625,3.90625,0,0,0,0
853,-0.21875,-0.84375,0.21875,0,-3.90625,0,0,0,0
854,-0.140625,-0.84375,0.21875,0,0,0,0,0,0
855,-0.28125,-0.8125,0.296875,0,1.953125,-1.953125,0,0,0
856,-0.0625,-0.859375,0.203125,0,0,0,0,0,0
857,-0.265625,-0.84375,0.28125,1.953125,0,-1.953125,0,0,0
858,-0.15625,-0.828125,0.203125,0,3.90625,-3.90625,0,0,0
859,-0.125,-0.875,0.21875,0,0,3.90625,0,0,0
860,-0.203125,-0.890625,0.21875,0,7.8125,1.953125,0,0,0
861,-0.234375,-0.9375,0.28125,0,3.90625,1.953125,0,0,0
862,-0.296875,-0.875,0.25,1.953125,5.859375,-1.953125,0,0,0
863,-0.25,-0.859375,0.28125,0,1.953125,0,0,0,0
864,-0.234375,-0.921875,0.203125,1.953125,0,-1.953125,0,0,0
865,-0.234375,-0.90625,0.234375,0,-3.90625,0,0,0,0
866,-0.203125,-0.90625,0.28125,0,1.953125,-1.953125,0,0,0
867,-0.234375,-0.875,0.28125,0,0,0,0,0,0
868,-0.203125,-0.984375,0.25,-1.953125,3.90625,0,0,0,0
869,-0.234375,-1.015625,0.28125,-1.953125,-1.953125,0,0,0,0
870,-0.15625,-0.984375,0.28125,-3.90625,9.765625,0,0,0,0
871,-0.25,-0.984375,0.359375,-3.90625,0,1.953125,0,0,0
872,-0.28125,-0.96875,0.1875,-5.859375,0,0,0,0,0
873,-0.203125,-0.953125,0.21875,-1.953125,0,0,0,0,0
874,-0.140625,-0.9375,0.109375,-1.953125,0,0,0,0,0
875,-0.171875,-0.96875,0.15625,0,0,0,0,0,0
876,-0.21875,-0.921875,0.25,-3.90625,0,0,0,0,0
877,-0.21875,-0.9375,0.203125,-3.90625,1.953125,0,0,0,0
878,-0.234375,-0.890625,0.125,-3.90625,3.90625,1.953125,0,0,0
879,-0.296875,-0.875,0.140625,-1.953125,-1.953125,3.90625,0,0,0
880,-0.234375,-0.9375,0.265625,-1.953125,1.953125,0,0,0,0
881,-0.140625,-0.859375,0.21875,-1.953125,9.765625,0,0,0,0
882,-0.28125,-0.96875,0.1875,1.953125,-7.8125,0,0,0,0
883,-0.109375,-0.9375,0.109375,1.953125,0,0,0,0,0
884,-0.15625,-0.90625,0.109375,0,-3.90625,0,0,0,0
885,-0.265625,-0.953125,0.140625,-1.953125,-3.90625,0,0,0,0
886,-0.25,-1,0.25,0,-3.90625,0,0,0,0
887,-0.296875,-1.09375,0.203125,1.953125,-19.53125,-1.953125,0,0,0
888,-0.421875,-1.140625,0.140625,1.953125,-111.328125,-1.953125,0,0,0
889,-0.421875,-1.15625,0.171875,3.90625,-166.01563,-5.859375,0,0,0
890,0.46875,-0.875,0.15625,0,-52.734375,-1.953125,0,0,0
891,0.5625,-0.6875,-0.03125,-11.71875,25.390625,7.8125,0,0,0
892,0.5625,-0.59375,-0.15625,-19.53125,62.5,-17.578125,0,0,0
893,0.53125,-0.65625,-0.203125,-19.53125,54.6875,-31.25,0,0,0
894,0.328125,-1.265625,-0.390625,-64.453125,25.390625,-83.984375,0,0,0
895,0.265625,-1.390625,-0.34375,-78.125,21.484375,-89.84375,0,0,0
