motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-bentoverrows-30,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
360,-0.21875,-0.9375,-0.046875,0,-3.90625,-1.953125,0,0,0
361,-0.203125,-0.921875,0.046875,0,3.90625,0,0,0,0
362,-0.15625,-0.953125,-0.078125,0,0,0,0,0,0
363,-0.15625,-0.9375,0,0,0,0,0,0,0
364,-0.21875,-0.953125,-0.015625,0,3.90625,0,0,0,0
365,-0.1875,-0.953125,-0.03125,0,0,0,0,0,0
366,-0.15625,-0.953125,-0.046875,0,0,0,0,0,0
367,-0.1875,-0.921875,0.03125,0,0,0,0,0,0
368,-0.1875,-0.9375,-0.09375,0,0,0,0,0,0
369,-0.15625,-0.921875,0,0,0,0,0,0,0
370,-0.203125,-0.953125,-0.015625,0,0,0,0,0,0
371,-0.1875,-0.984375,-0.03125,1.953125,0,0,0,0,0
372,-0.171875,-1.140625,-0.125,3.90625,1.953125,-1.953125,0,0,0
373,-0.21875,-1.28125,0.046875,9.765625,-5.859375,-5.859375,0,0,0
374,-0.109375,-1.09375,0.09375,29.296875,-7.8125,-9.765625,0,0,0
375,-0.109375,-1.09375,0.09375,31.25,-7.8125,-11.71875,0,0,0
376,0.046875,-1.046875,0.265625,27.34375,1.953125,-11.71875,0,0,0
377,-0.03125,-1.203125,0.359375,33.203125,-5.859375,-13.671875,0,0,0
378,0,-1.15625,0.359375,31.25,-1.953125,-7.8125,0,0,0
379,0.078125,-0.84375,0.3125,27.34375,3.90625,0,0,0,0
380,0,-1.0625,0.34375,21.484375,-1.953125,1.953125,0,0,0
381,-0.046875,-1,0.328125,13.671875,1.953125,5.859375,0,0,0
382,0.046875,-0.640625,0.375,3.90625,0,29.296875,0,0,0
383,0,-0.640625,0.21875,3.90625,-5.859375,35.15625,0,0,0
384,-0.03125,-0.421875,0.28125,7.8125,-5.859375,31.25,0,0,0
385,-0.109375,-0.21875,0.34375,5.859375,3.90625,23.4375,0,0,0
386,-0.078125,-0.296875,0.40625,9.765625,0,11.71875,0,0,0
387,-0.140625,-0.390625,0.515625,11.71875,-3.90625,-3.90625,0,0,0
388,-0.109375,-0.375,0.34375,1.953125,0,-7.8125,0,0,0
389,-0.21875,-0.59375,0.65625,0,-13.671875,-11.71875,0,0,0
390,-0.046875,-0.53125,0.453125,-1.953125,-3.90625,-11.71875,0,0,0
391,0,-0.609375,0.59375,-3.90625,-13.671875,-13.671875,0,0,0
392,0.046875,-0.578125,0.3125,-13.671875,0,-9.765625,0,0,0
393,0.046875,-0.578125,0.3125,-15.625,1.953125,-7.8125,0,0,0
394,0.171875,-0.78125,0.6875,-9.765625,-1.953125,-1.953125,0,0,0
395,-0.03125,-0.75,0.34375,-13.671875,-3.90625,-3.90625,0,0,0
396,0.125,-0.703125,0.578125,-15.625,9.765625,0,0,0,0
397,0.078125,-0.984375,0.609375,-11.71875,-3.90625,0,0,0,0
398,0.03125,-0.609375,0.125,-15.625,5.859375,3.90625,0,0,0
399,0,-1.125,0.703125,-13.671875,0,1.953125,0,0,0
400,-0.0625,-0.828125,0.15625,-17.578125,1.953125,0,0,0,0
401,0.1875,-0.859375,0.453125,-19.53125,9.765625,7.8125,0,0,0
402,-0.140625,-1.1875,0.296875,-11.71875,-7.8125,1.953125,0,0,0
403,0.015625,-1.0625,0.296875,-17.578125,3.90625,9.765625,0,0,0
404,0.09375,-0.96875,0.34375,-17.578125,5.859375,9.765625,0,0,0
405,-0.15625,-1.0625,0.1875,-13.671875,0,3.90625,0,0,0
406,-0.046875,-0.828125,0.1875,-17.578125,9.765625,11.71875,0,0,0
407,-0.015625,-1.078125,0.15625,-9.765625,0,7.8125,0,0,0
408,-0.171875,-0.90625,0.109375,-11.71875,1.953125,5.859375,0,0,0
409,-0.09375,-1.046875,0.15625,-11.71875,3.90625,5.859375,0,0,0
410,-0.203125,-1.015625,0.09375,-7.8125,3.90625,3.90625,0,0,0
411,-0.078125,-0.96875,0.171875,-9.765625,1.953125,3.90625,0,0,0
412,-0.109375,-0.921875,0.03125,-7.8125,0,3.90625,0,0,0
413,-0.109375,-0.921875,0.03125,-5.859375,1.953125,3.90625,0,0,0
414,-0.328125,-1.015625,-0.03125,-3.90625,0,1.953125,0,0,0
415,-0.171875,-0.953125,0,-3.90625,0,0,0,0,0
416,-0.1875,-0.96875,-0.015625,-3.90625,0,0,0,0,0
417,-0.1875,-0.953125,0.015625,-1.953125,1.953125,0,0,0,0
418,-0.15625,-1,-0.078125,0,0,0,0,0,0
419,-0.140625,-0.96875,0.015625,-1.953125,5.859375,0,0,0,0
420,-0.171875,-1,-0.0625,0,0,0,0,0,0
421,-0.140625,-0.90625,-0.0625,0,0,0,0,0,0
422,-0.203125,-0.890625,-0.015625,0,0,0,0,0,0
423,-0.21875,-0.96875,0,0,-1.953125,0,0,0,0
424,-0.171875,-0.953125,0,0,0,0,0,0,0
425,-0.171875,-0.875,-0.0625,0,0,0,0,0,0
426,-0.1875,-0.953125,-0.046875,-1.953125,1.953125,0,0,0,0
427,-0.21875,-0.921875,0,0,1.953125,0,0,0,0
