motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-squat-bar,1500,10,16,16,16,500,500,500
397,0.296875,0.609375,0.46875,-5.859375,0,0,0,0,0
398,0.375,0.75,0.640625,-1.953125,0,0,0,0,0
399,0.359375,0.765625,0.71875,-5.859375,1.953125,-3.90625,0,0,0
400,0.375,0.765625,0.703125,-3.90625,0,-1.953125,0,0,0
401,0.3125,0.71875,0.734375,-7.8125,3.90625,-3.90625,0,0,0
402,0.328125,0.671875,0.796875,0,-1.953125,-1.953125,0,0,0
403,0.328125,0.734375,0.875,-5.859375,1.953125,0,0,0,0
404,0.359375,0.75,0.796875,-7.8125,1.953125,0,0,0,0
405,0.28125,0.703125,0.84375,0,-3.90625,0,0,0,0
406,0.3125,0.71875,0.796875,-5.859375,3.90625,-1.953125,0,0,0
407,0.28125,0.6875,0.796875,-3.90625,3.90625,-1.953125,0,0,0
408,0.25,0.671875,0.8125,0,0,0,0,0,0
409,0.28125,0.6875,0.828125,3.90625,0,0,0,0,0
410,0.328125,0.734375,0.875,7.8125,-1.953125,0,0,0,0
411,0.359375,0.765625,0.953125,3.90625,-1.953125,1.953125,0,0,0
412,0.328125,0.8125,0.9375,1.953125,1.953125,1.953125,0,0,0
413,0.3125,0.78125,0.890625,0,1.953125,0,0,0,0
414,0.28125,0.734375,0.8125,0,3.90625,0,0,0,0
415,0.265625,0.671875,0.765625,7.8125,-1.953125,1.953125,0,0,0
416,0.296875,0.6875,0.78125,3.90625,0,1.953125,0,0,0
417,0.296875,0.703125,0.734375,3.90625,1.953125,1.953125,0,0,0
418,0.25,0.703125,0.703125,5.859375,0,0,0,0,0
419,0.3125,0.65625,0.765625,3.90625,0,1.953125,0,0,0
420,0.3125,0.75,0.6875,3.90625,0,3.90625,0,0,0
421,0.3125,0.703125,0.671875,5.859375,0,1.953125,0,0,0
422,0.3125,0.734375,0.65625,5.859375,0,3.90625,0,0,0
423,0.296875,0.65625,0.609375,5.859375,0,1.953125,0,0,0
424,0.28125,0.609375,0.546875,9.765625,0,3.90625,0,0,0
425,0.296875,0.640625,0.53125,7.8125,0,3.90625,0,0,0
426,0.3125,0.609375,0.484375,5.859375,-1.953125,1.953125,0,0,0
427,0.296875,0.609375,0.46875,7.8125,0,3.90625,0,0,0
428,0.3125,0.5625,0.484375,3.90625,1.953125,1.953125,0,0,0
429,0.3125,0.625,0.421875,5.859375,0,0,0,0,0
430,0.375,0.65625,0.53125,5.859375,-1.953125,5.859375,0,0,0
431,0.453125,0.796875,0.5,0,0,0,0,0,0
432,0.40625,0.78125,0.53125,0,0,0,0,0,0
433,0.390625,0.796875,0.546875,0,0,0,0,0,0
434,0.40625,0.8125,0.53125,0,-1.953125,0,0,0,0
435,0.375,0.828125,0.515625,0,0,-1.953125,0,0,0
436,0.359375,0.796875,0.53125,0,0,-1.953125,0,0,0
437,0.265625,0.875,0.484375,0,0,-3.90625,0,0,0
438,0.28125,0.796875,0.5,0,0,-1.953125,0,0,0
439,0.265625,0.84375,0.40625,1.953125,0,-1.953125,0,0,0
440,0.265625,0.859375,0.4375,1.953125,-1.953125,-1.953125,0,0,0
441,0.28125,0.8125,0.421875,3.90625,-3.90625,-3.90625,0,0,0
442,0.265625,0.828125,0.46875,3.90625,-3.90625,-7.8125,0,0,0
443,0.25,0.84375,0.5,1.953125,-3.90625,-7.8125,0,0,0
444,0.3125,0.859375,0.515625,1.953125,-3.90625,0,0,0,0
445,0.421875,0.828125,0.578125,5.859375,-15.625,-13.671875,0,0,0
446,0.375,0.828125,0.59375,0,0,-15.625,0,0,0
447,0.359375,0.765625,0.546875,1.953125,3.90625,-17.578125,0,0,0
448,0.359375,0.90625,0.4375,0,1.953125,-17.578125,0,0,0
449,0.296875,0.84375,0.5,-3.90625,0,-19.53125,0,0,0
450,0.25,0.828125,0.53125,-1.953125,5.859375,-15.625,0,0,0
451,0.203125,0.75,0.4375,5.859375,0,-7.8125,0,0,0
452,0.203125,0.796875,0.375,5.859375,-1.953125,-3.90625,0,0,0
453,0.234375,0.921875,0.390625,-9.765625,0,0,0,0,0
454,0.21875,0.875,0.40625,-1.953125,0,-1.953125,0,0,0
455,0.21875,0.9375,0.40625,0,-1.953125,-3.90625,0,0,0
456,0.15625,0.828125,0.53125,-1.953125,1.953125,-3.90625,0,0,0
457,0.125,0.8125,0.484375,-3.90625,1.953125,0,0,0,0
458,0.109375,0.84375,0.484375,-1.953125,1.953125,0,0,0,0
459,0.109375,0.796875,0.53125,1.953125,0,1.953125,0,0,0
460,0.109375,0.84375,0.53125,3.90625,0,1.953125,0,0,0
461,0.140625,0.890625,0.53125,0,0,1.953125,0,0,0
462,0.140625,0.875,0.46875,0,0,3.90625,0,0,0
463,0.140625,0.890625,0.46875,1.953125,0,1.953125,0,0,0
464,0.15625,0.84375,0.515625,0,0,3.90625,0,0,0
465,0.171875,0.84375,0.46875,-1.953125,0,1.953125,0,0,0
466,0.203125,0.828125,0.46875,-1.953125,0,3.90625,0,0,0
467,0.21875,0.875,0.484375,-1.953125,0,1.953125,0,0,0
468,0.203125,0.84375,0.515625,-1.953125,1.953125,0,0,0,0
469,0.1875,0.828125,0.5,-1.953125,1.953125,0,0,0,0
470,0.203125,0.796875,0.5,0,0,1.953125,0,0,0
471,0.203125,0.875,0.515625,-1.953125,0,0,0,0,0
472,0.21875,0.890625,0.515625,0,0,0,0,0,0
473,0.203125,0.84375,0.53125,-1.953125,0,0,0,0,0
474,0.203125,0.8125,0.53125,-3.90625,1.953125,0,0,0,0
475,0.234375,0.890625,0.578125,-3.90625,1.953125,0,0,0,0
476,0.203125,0.859375,0.578125,-1.953125,1.953125,0,0,0,0
477,0.1875,0.828125,0.546875,-1.953125,0,0,0,0,0
478,0.1875,0.8125,0.546875,-1.953125,0,0,0,0,0
