motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
Upper Cut - Right 10 Reps,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
675,0.2553,0.58767,-0.1844,19.54334,23.85615,29.94735,0,0,0
676,0.27258,0.44815,-0.21256,-2.69665,26.69615,32.82735,0,0,0
677,0.32826,0.50607,-0.2356,27.94334,17.77615,20.46735,0,0,0
678,0.46906,0.43567,-0.18952,22.22334,8.45615,7.02735,0,0,0
679,0.50874,0.42287,-0.20776,5.90334,3.21615,4.78735,0,0,0
680,0.5561,0.32943,-0.21064,3.66334,-0.34384,2.74735,0,0,0
681,0.53434,0.35215,-0.20456,16.22334,-6.26384,-3.25264,0,0,0
682,0.5593,0.36047,-0.1476,22.90334,-9.94384,-6.21264,0,0,0
683,0.54778,0.43567,-0.1668,21.10334,-11.34384,-5.77264,0,0,0
684,0.51322,0.43375,-0.18216,17.18334,-12.38384,-5.97264,0,0,0
685,0.5177,0.40655,-0.18696,10.94334,-14.90384,-7.73264,0,0,0
686,0.57306,0.39567,-0.19624,10.78334,-18.62384,-9.21264,0,0,0
687,0.5897,0.43983,-0.17192,12.34334,-20.58384,-10.77264,0,0,0
688,0.55994,0.42799,-0.1732,7.94334,-20.74384,-10.85264,0,0,0
689,0.56058,0.43311,-0.17288,5.86334,-20.90384,-10.85264,0,0,0
690,0.5481,0.43631,-0.1764,5.58334,-20.90384,-11.81264,0,0,0
691,0.56186,0.45615,-0.19336,5.30334,-21.38384,-14.05264,0,0,0
692,0.5369,0.46575,-0.19176,1.22334,-22.74384,-15.73264,0,0,0
693,0.54074,0.47375,-0.17448,-7.61665,-24.38384,-13.97264,0,0,0
694,0.5097,0.41167,-0.22376,-17.89665,-23.98384,-10.09264,0,0,0
695,0.5017,0.40143,-0.2372,-13.53665,-24.10384,-9.29264,0,0,0
696,0.48986,0.40335,-0.26248,-10.13665,-24.14384,-9.17264,0,0,0
697,0.51002,0.39023,-0.25384,-4.09665,-25.38384,-9.01264,0,0,0
698,0.49978,0.41391,-0.2548,-1.01665,-24.50384,-8.65264,0,0,0
699,0.4985,0.44175,-0.2276,-5.09665,-22.34384,-3.53264,0,0,0
700,0.48442,0.42703,-0.25,-11.25665,-19.18384,-0.17264,0,0,0
701,0.4793,0.40367,-0.26568,-16.45665,-16.70384,3.10735,0,0,0
702,0.48218,0.37679,-0.23624,-15.25665,-15.26384,7.62735,0,0,0
703,0.48282,0.38127,-0.24104,-12.65665,-14.26384,9.54735,0,0,0
704,0.4665,0.37775,-0.23176,-11.17665,-12.46384,10.30735,0,0,0
705,0.47002,0.37967,-0.22728,-10.53665,-11.58384,10.38735,0,0,0
706,0.48058,0.36303,-0.21704,-10.29665,-9.90384,11.62735,0,0,0
707,0.48282,0.34319,-0.21192,-8.01665,-7.66384,12.06735,0,0,0
708,0.48634,0.32911,-0.19752,-5.21665,-6.18384,11.38735,0,0,0
709,0.51226,0.31791,-0.17928,3.86334,-2.18384,7.90735,0,0,0
710,0.59034,0.36335,-0.12328,11.26334,3.65615,4.74735,0,0,0
711,0.78298,0.35663,-0.04232,13.90334,12.89615,2.42735,0,0,0
712,0.9657,0.36175,0.02968,15.42334,20.09615,1.94735,0,0,0
713,1.54458,0.42063,0.25176,18.66334,43.81615,1.70735,0,0,0
714,2.37882,0.51567,0.67416,11.18334,88.13615,4.10735,0,0,0
715,2.69146,0.47887,0.92024,-4.25665,115.45615,13.90735,0,0,0
716,2.95898,-0.56369,0.65848,-64.21666,154.05615,63.70735,0,0,0
717,2.8281,-1.53329,0.046,-77.53666,163.85616,116.30735,0,0,0
718,2.70074,-1.76177,-0.04456,-32.37665,156.33615,107.22735,0,0,0
719,2.08986,-1.44721,0.08024,81.26334,113.81615,33.42735,0,0,0
720,0.97114,-0.24529,0.19224,77.14334,13.17615,-53.01264,0,0,0
721,-0.10726,-1.95441,0.57336,-225.09666,119.01615,90.66735,0,0,0
722,-0.09606,-0.43633,0.03736,-7.01665,55.97615,20.18735,0,0,0
723,0.40922,1.16975,0.44408,137.74335,15.33615,-19.85264,0,0,0
724,0.33082,1.33359,0.16792,100.54334,7.65615,-7.73264,0,0,0
725,0.21818,0.73327,-0.2228,-3.81665,9.65615,23.46735,0,0,0
726,0.12026,0.54959,-0.45672,-1.81665,21.09615,31.82735,0,0,0
727,0.2697,0.66671,-0.29352,40.14334,29.85615,27.54735,0,0,0
728,0.25786,0.69551,-0.29,47.18334,33.81615,27.90735,0,0,0
729,0.2329,0.75791,-0.21448,32.30334,38.01615,34.30735,0,0,0
730,0.19226,0.58799,-0.20552,7.42334,36.33615,38.98735,0,0,0
731,0.21178,0.50863,-0.20392,2.30334,34.41615,40.06735,0,0,0
732,0.30362,0.47759,-0.17032,14.50334,35.37615,36.10735,0,0,0
733,0.30106,0.55407,-0.14184,27.38334,38.89615,28.50735,0,0,0
734,0.29082,0.55183,-0.14024,26.94334,38.57615,27.14735,0,0,0
735,0.28858,0.52591,-0.19144,18.30334,32.41615,27.26735,0,0,0
736,0.4089,0.47567,-0.13032,14.98334,27.17615,24.98735,0,0,0
737,0.47546,0.42255,-0.1156,16.86334,26.01615,20.42735,0,0,0
738,0.49626,0.43247,-0.10952,17.22334,25.85615,19.22735,0,0,0
739,0.4825,0.48271,-0.13064,12.14334,22.97615,16.66735,0,0,0
740,0.49498,0.39855,-0.13576,-1.29665,14.49615,13.38735,0,0,0
741,0.4985,0.39375,-0.1108,-7.81665,9.25615,12.90735,0,0,0
742,0.5705,0.29839,-0.122,-12.89665,-2.10384,9.98735,0,0,0
743,0.63578,0.24367,-0.12456,-4.13665,-9.02384,3.38735,0,0,0
744,0.6809,0.35247,-0.05864,3.62334,-12.38384,-3.49264,0,0,0
745,0.66874,0.37647,-0.08392,0.98334,-12.54384,-6.33264,0,0,0
746,0.63514,0.42159,-0.1076,-15.69665,-17.42384,-6.73264,0,0,0
747,0.64442,0.34799,-0.16904,-31.93665,-24.38384,-6.89264,0,0,0
748,0.64826,0.29519,-0.13608,-35.65665,-27.50384,-7.73264,0,0,0
749,0.65562,0.24527,-0.17256,-30.69665,-29.86384,-10.61264,0,0,0
750,0.60282,0.24783,-0.18696,-19.17665,-29.54384,-15.81264,0,0,0
751,0.59226,0.28879,-0.18344,-7.05665,-29.74384,-20.49264,0,0,0
752,0.56922,0.30255,-0.18504,-3.33665,-29.66384,-21.93264,0,0,0
753,0.5689,0.35151,-0.19816,-3.65665,-30.42384,-22.57264,0,0,0
754,0.5929,0.38351,-0.1812,-10.61665,-31.62384,-24.73264,0,0,0
755,0.58778,0.33935,-0.20936,-12.53665,-32.78384,-21.17264,0,0,0
756,0.5897,0.35215,-0.22632,-7.53665,-31.94384,-21.77264,0,0,0
757,0.59098,0.37199,-0.22888,-3.73665,-31.50384,-22.41264,0,0,0
758,0.58426,0.41263,-0.22184,0.62334,-30.86384,-21.69264,0,0,0
759,0.60602,0.47599,-0.17288,-3.29665,-28.94384,-18.81264,0,0,0
760,0.56506,0.41967,-0.20584,-14.29665,-24.94384,-13.97264,0,0,0
761,0.55898,0.43119,-0.19176,-15.69665,-23.50384,-10.69264,0,0,0
762,0.54138,0.42671,-0.20264,-14.17665,-22.50384,-10.33264,0,0,0
763,0.54202,0.41679,-0.20552,-12.37665,-21.50384,-10.13264,0,0,0
764,0.54362,0.42735,-0.17704,-7.17665,-20.38384,-8.53264,0,0,0
765,0.5369,0.42031,-0.1828,0.22334,-18.10384,-7.97264,0,0,0
766,0.52986,0.42543,-0.2084,3.66334,-17.02384,-7.69264,0,0,0
767,0.49882,0.44047,-0.22088,6.66334,-16.74384,-6.41264,0,0,0
768,0.4985,0.46607,-0.19528,0.94334,-17.14384,-3.97264,0,0,0
769,0.48698,0.44847,-0.1972,-3.01665,-16.66384,-3.65264,0,0,0
770,0.47482,0.42543,-0.18952,-5.57665,-16.30384,-3.65264,0,0,0
771,0.47002,0.38927,-0.21224,-3.57665,-15.82384,-3.81264,0,0,0
772,0.46906,0.41935,-0.20648,2.66334,-15.62384,-3.17264,0,0,0
773,0.46618,0.43343,-0.21704,3.94334,-15.26384,-2.69264,0,0,0
774,0.46778,0.45071,-0.21032,3.02334,-14.86384,-1.77264,0,0,0
775,0.47034,0.46159,-0.20744,-3.57665,-14.02384,0.46735,0,0,0
776,0.46362,0.42831,-0.20488,-10.09665,-12.02384,1.66735,0,0,0
777,0.46394,0.41295,-0.21832,-11.57665,-11.22384,2.34735,0,0,0
778,0.45338,0.40175,-0.22728,-11.33665,-10.62384,2.98735,0,0,0
779,0.4617,0.40207,-0.22888,-7.21665,-9.74384,3.22735,0,0,0
780,0.45754,0.41199,-0.19432,-2.85665,-8.90384,2.66735,0,0,0
781,0.46106,0.42223,-0.18408,-1.93665,-8.42384,2.78735,0,0,0
782,0.44698,0.44623,-0.20072,-1.93665,-7.58384,2.74735,0,0,0
783,0.43866,0.45103,-0.19752,-4.33665,-6.58384,1.74735,0,0,0
784,0.43162,0.45583,-0.19656,-6.89665,-6.22384,1.66735,0,0,0
785,0.4265,0.44431,-0.202,-12.09665,-4.70384,1.74735,0,0,0
786,0.42906,0.41903,-0.20136,-13.33665,-3.26384,1.10735,0,0,0
787,0.41882,0.41839,-0.20776,-11.37665,-2.58384,0.14735,0,0,0
788,0.41466,0.42095,-0.20584,-8.49665,-2.14384,-0.61264,0,0,0
789,0.43098,0.42671,-0.22728,-2.53665,-1.06384,-1.85264,0,0,0
790,0.43226,0.43791,-0.23304,1.38334,0.37615,-2.85264,0,0,0
791,0.45434,0.43087,-0.19272,2.34334,1.01615,-2.97264,0,0,0
792,0.4521,0.44175,-0.19368,2.54334,1.93615,-2.89264,0,0,0
793,0.4633,0.44847,-0.20712,1.42334,4.61615,-3.21264,0,0,0
794,0.4793,0.41679,-0.20616,0.38334,5.89615,-3.49264,0,0,0
795,0.50362,0.39247,-0.16392,0.70334,8.77615,-3.69264,0,0,0
796,0.59386,0.34383,-0.10792,6.06334,14.69615,-5.29264,0,0,0
797,0.76154,0.25775,-0.17064,14.98334,22.77615,-5.29264,0,0,0
798,1.7017,0.10767,0.25144,60.46334,51.85615,-9.93264,0,0,0
799,2.55802,0.11343,0.6892,68.86317,96.93611,-0.8527,0,0,0
800,2.96186,-0.12273,1.0796,19.82317,158.29611,38.66729,0,0,0
801,2.69146,-1.68721,-0.03912,-46.53682,206.61612,110.78729,0,0,0
802,2.66682,-1.86961,-0.10184,-8.53682,196.57613,94.46729,0,0,0
803,1.90106,-1.42769,0.04408,71.38317,125.77611,23.46729,0,0,0
804,0.31738,0.37935,-0.12776,-49.77682,-92.02389,-76.9727,0,0,0
805,-1.4231,1.65519,-0.39336,-227.85683,-253.78387,-187.0527,0,0,0
806,-3.44294,2.52143,-1.34856,-291.45682,-318.90387,-272.0127,0,0,0
807,-7.77414,3.08463,-0.71432,-185.13683,-316.10388,-414.9727,0,0,0
808,-1.70886,-0.91953,-0.8628,209.62318,-205.94388,-221.5727,0,0,0
809,-0.67366,2.93167,0.526,432.66315,48.21612,114.10729,0,0,0
810,-1.23846,3.81583,1.14424,380.62317,169.89612,154.5873,0,0,0
811,-1.53606,1.86159,-0.18696,-88.01683,255.45612,173.8273,0,0,0
812,0.04634,-2.20337,0.29688,-216.17682,136.17612,82.46729,0,0,0
813,0.07546,-0.98417,-0.06056,-65.81682,101.17611,47.34729,0,0,0
814,0.30746,0.70383,0.16728,166.98318,43.49612,-30.3327,0,0,0
815,0.39898,1.36367,0.1388,127.66317,3.77611,-29.7727,0,0,0
816,0.40954,1.25807,0.094,57.42317,-3.30388,-9.2927,0,0,0
817,0.36602,1.00239,-0.08904,-9.13682,-4.06388,9.34729,0,0,0
818,0.28826,0.41455,-0.41512,-63.65682,-0.70388,25.22729,0,0,0
819,0.2729,0.40943,-0.46472,39.06317,-1.58388,11.82729,0,0,0
820,0.37498,0.75503,-0.29832,91.86317,-0.78388,4.58729,0,0,0
821,0.38682,0.88815,-0.18088,74.22317,5.33611,7.42729,0,0,0
822,0.4057,0.85647,-0.17896,49.34317,7.97611,12.18729,0,0,0
823,0.40826,0.80175,-0.18792,21.46317,9.61611,17.30729,0,0,0
824,0.42138,0.58639,-0.2292,-15.89682,10.81611,22.70729,0,0,0
825,0.43194,0.48207,-0.25704,-19.61682,11.13611,22.58729,0,0,0
826,0.45626,0.42191,-0.27528,-4.41682,8.85611,18.78729,0,0,0
827,0.45402,0.44591,-0.25544,6.10317,7.21611,15.98729,0,0,0
828,0.4697,0.45391,-0.2404,14.46317,5.97611,12.94729,0,0,0
829,0.48346,0.55119,-0.25704,16.66317,4.21611,9.62729,0,0,0
830,0.87482,0.56847,-0.26888,7.46317,4.33611,4.70729,0,0,0
831,0.53882,0.46447,-0.23496,5.26317,6.01611,2.82729,0,0,0
832,0.56474,0.43695,-0.19624,4.22317,4.09611,5.98729,0,0,0
833,0.50106,0.43023,-0.27112,-7.45682,0.37611,9.74729,0,0,0
834,0.5561,0.38383,-0.26568,-11.01682,-1.66388,9.82729,0,0,0
835,0.5577,0.40271,-0.2692,-12.53682,-2.50388,9.82729,0,0,0
836,0.57338,0.36431,-0.23464,-9.25682,-0.94388,7.66729,0,0,0
837,0.55066,0.37327,-0.23752,-3.97682,-0.58388,7.26729,0,0,0
838,0.52858,0.38383,-0.22856,-2.01682,-2.06388,7.70729,0,0,0
839,0.55834,0.37135,-0.22152,-0.49682,-2.86388,8.14729,0,0,0
840,0.57594,0.39055,-0.23112,-0.01682,-3.02388,9.70729,0,0,0
841,0.56122,0.39119,-0.25576,-1.17682,-3.46388,10.54729,0,0,0
842,0.56762,0.32367,-0.2324,2.06317,-3.94388,4.86729,0,0,0
843,0.55834,0.32335,-0.21256,5.30317,-3.86388,4.78729,0,0,0
844,0.60026,0.32207,-0.17032,8.10317,-2.26388,4.50729,0,0,0
845,0.57722,0.36847,-0.15592,9.18317,1.21611,2.98729,0,0,0
846,0.57882,0.35823,-0.15464,3.70317,1.93611,1.50729,0,0,0
847,0.56218,0.36591,-0.16232,-0.45682,1.37611,0.70729,0,0,0
848,0.5545,0.36527,-0.162,-4.49682,0.73611,-0.0927,0,0,0
849,0.55674,0.30415,-0.15208,-9.97682,-1.62388,-1.7727,0,0,0
850,0.55962,0.29679,-0.15048,-9.93682,-3.14388,-2.2127,0,0,0
851,0.55386,0.28751,-0.17064,-4.69682,-5.98388,-1.9327,0,0,0
852,0.56954,0.31279,-0.16136,2.58317,-8.54388,-2.8527,0,0,0
853,0.53402,0.35087,-0.1652,-0.61682,-10.86388,-4.0527,0,0,0
854,0.53754,0.32783,-0.17192,-1.21682,-11.22388,-5.3327,0,0,0
855,0.53626,0.35727,-0.13256,0.02317,-11.46388,-6.5727,0,0,0
856,0.55674,0.35151,-0.15112,0.18317,-11.10388,-6.7727,0,0,0
857,0.52634,0.39567,-0.16904,-2.21682,-10.18388,-6.7727,0,0,0
858,0.5417,0.40655,-0.1572,-4.57682,-9.78388,-6.2127,0,0,0
859,0.52922,0.41743,-0.15464,-8.01682,-9.66388,-5.1727,0,0,0
860,0.51994,0.40911,-0.15176,-15.77682,-8.90388,-3.0527,0,0,0
861,0.49754,0.38863,-0.16136,-21.41682,-7.94388,-3.1327,0,0,0
862,0.50746,0.35215,-0.16232,-21.69682,-7.26388,-2.6127,0,0,0
863,0.49498,0.36207,-0.15752,-20.05682,-6.86388,-1.9327,0,0,0
864,0.45242,0.40975,-0.21736,-14.81682,-6.26388,-4.0527,0,0,0
865,0.45338,0.42863,-0.23112,9.10317,-8.34388,-7.5727,0,0,0
866,0.44378,0.42415,-0.2276,15.74317,-9.10388,-9.8127,0,0,0
867,0.4505,0.41743,-0.2148,17.82317,-9.46388,-9.7327,0,0,0
868,0.44602,0.45903,-0.22824,19.38317,-9.98388,-8.8527,0,0,0
869,0.44186,0.45423,-0.22024,18.78317,-9.26388,-8.9727,0,0,0
870,0.42394,0.46799,-0.2404,14.66317,-8.50388,-7.3727,0,0,0
871,0.42938,0.47983,-0.24968,11.94317,-7.82388,-6.4927,0,0,0
872,0.43002,0.46927,-0.2484,5.46317,-6.70388,-5.1727,0,0,0
873,0.42586,0.45711,-0.2452,-0.37682,-5.34388,-3.5727,0,0,0
874,0.42746,0.43855,-0.25256,-1.97682,-4.54388,-3.3727,0,0,0
875,0.41658,0.43375,-0.258,-2.85682,-3.50388,-3.5327,0,0,0
876,0.41594,0.41743,-0.24968,-0.41682,-2.66388,-4.4527,0,0,0
877,0.40858,0.41135,-0.24808,1.42317,-2.34388,-4.8927,0,0,0
878,0.40186,0.44303,-0.26088,4.90317,-1.74388,-5.9327,0,0,0
879,0.4105,0.43983,-0.25128,7.54317,-1.10388,-6.7327,0,0,0
880,0.41018,0.46607,-0.2484,7.90317,-0.82388,-6.2527,0,0,0
881,0.39322,0.48175,-0.26568,7.38317,-0.66388,-6.3727,0,0,0
882,0.4105,0.46735,-0.25032,5.58317,-0.02388,-6.5727,0,0,0
883,0.40634,0.47279,-0.2532,3.38317,0.45611,-5.5327,0,0,0
884,0.39546,0.47919,-0.27112,2.42317,0.69611,-5.2127,0,0,0
885,0.3993,0.45743,-0.25288,1.78317,0.97611,-4.4527,0,0,0
886,0.39066,0.47023,-0.25992,2.54317,1.13611,-3.3327,0,0,0
