motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-benchpress-bar,1500,10,16,16,16,500,500,500
390,0.1875,0.9375,-0.078125,-1.953125,1.953125,1.953125,0,0,0
391,0.109375,0.921875,-0.0625,0,-1.953125,3.90625,0,0,0
392,0.171875,1.03125,-0.015625,-1.953125,1.953125,3.90625,0,0,0
393,0.125,1.015625,-0.03125,-3.90625,0,3.90625,0,0,0
394,0.25,1.015625,-0.109375,-3.90625,0,3.90625,0,0,0
395,0.1875,0.890625,0.015625,-5.859375,1.953125,5.859375,0,0,0
396,0.265625,1,-0.0625,-7.8125,1.953125,5.859375,0,0,0
397,0.203125,0.90625,-0.015625,-7.8125,1.953125,5.859375,0,0,0
398,0.28125,0.953125,-0.015625,-9.765625,3.90625,7.8125,0,0,0
399,0.203125,0.953125,0,-9.765625,1.953125,5.859375,0,0,0
400,0.25,0.890625,0.046875,-9.765625,1.953125,3.90625,0,0,0
401,0.296875,0.96875,0.046875,-9.765625,3.90625,7.8125,0,0,0
402,0.234375,0.90625,0.03125,-7.8125,0,5.859375,0,0,0
403,0.25,0.921875,0.078125,-7.8125,3.90625,3.90625,0,0,0
404,0.25,0.9375,0.046875,-1.953125,0,0,0,0,0
405,0.265625,0.875,0.09375,-3.90625,0,1.953125,0,0,0
406,0.25,0.953125,0.03125,-3.90625,0,1.953125,0,0,0
407,0.265625,0.953125,0.125,-1.953125,0,1.953125,0,0,0
408,0.25,0.921875,0.15625,0,1.953125,0,0,0,0
409,0.296875,0.90625,0.15625,0,0,0,0,0,0
410,0.296875,0.921875,0.140625,0,0,0,0,0,0
411,0.296875,0.984375,0.15625,0,0,0,0,0,0
412,0.296875,0.96875,0.125,0,0,0,0,0,0
413,0.296875,0.921875,0.15625,0,0,0,0,0,0
414,0.25,0.84375,0.078125,11.71875,-5.859375,-3.90625,0,0,0
415,0.234375,0.8125,0.03125,17.578125,-5.859375,-7.8125,0,0,0
416,0.25,0.875,0.0625,15.625,-1.953125,-7.8125,0,0,0
417,0.28125,0.984375,0.03125,11.71875,-1.953125,-11.71875,0,0,0
418,0.265625,0.953125,0.015625,9.765625,0,-7.8125,0,0,0
419,0.21875,1.015625,-0.125,9.765625,-1.953125,-3.90625,0,0,0
420,0.21875,0.90625,0.046875,9.765625,0,-5.859375,0,0,0
421,0.21875,1.046875,-0.109375,7.8125,0,-1.953125,0,0,0
422,0.21875,1.046875,-0.109375,7.8125,0,0,0,0,0
423,0.171875,1.03125,-0.15625,5.859375,0,0,0,0,0
424,0.234375,0.953125,-0.046875,5.859375,0,0,0,0,0
425,0.203125,0.96875,-0.140625,1.953125,1.953125,0,0,0,0
426,0.171875,0.953125,-0.171875,3.90625,0,0,0,0,0
427,0.140625,1.015625,-0.203125,3.90625,1.953125,1.953125,0,0,0
428,0.203125,0.984375,-0.15625,5.859375,1.953125,3.90625,0,0,0
429,0.234375,1.0625,-0.234375,3.90625,0,3.90625,0,0,0
430,0.21875,0.984375,-0.25,0,1.953125,1.953125,0,0,0
431,0.234375,0.984375,-0.234375,0,1.953125,0,0,0,0
432,0.1875,0.9375,-0.203125,0,0,0,0,0,0
433,0.203125,1,-0.21875,-3.90625,1.953125,0,0,0,0
434,0.265625,0.96875,-0.1875,-3.90625,0,1.953125,0,0,0
435,0.21875,0.953125,-0.1875,-1.953125,0,3.90625,0,0,0
436,0.25,0.9375,-0.1875,-3.90625,0,1.953125,0,0,0
437,0.21875,0.953125,-0.171875,-3.90625,0,0,0,0,0
438,0.234375,1,-0.109375,-5.859375,0,0,0,0,0
439,0.234375,1,-0.109375,-5.859375,0,0,0,0,0
440,0.265625,0.984375,-0.09375,-3.90625,0,0,0,0,0
441,0.25,0.984375,-0.109375,-1.953125,0,0,0,0,0
442,0.25,0.96875,-0.078125,-3.90625,0,0,0,0,0
443,0.25,1.015625,-0.078125,-3.90625,0,0,0,0,0
444,0.265625,1.015625,-0.0625,0,0,0,0,0,0
445,0.265625,0.984375,-0.09375,0,0,0,0,0,0
446,0.296875,1.21875,-0.15625,5.859375,0,-9.765625,0,0,0
447,0.28125,1.1875,-0.1875,9.765625,-3.90625,-9.765625,0,0,0
448,0.171875,1.015625,-0.03125,1.953125,0,-11.71875,0,0,0
449,0.125,1.0625,-0.09375,-1.953125,1.953125,-11.71875,0,0,0
450,0.125,0.921875,-0.140625,-3.90625,0,-3.90625,0,0,0
451,0.15625,0.9375,-0.0625,0,0,0,0,0,0
452,0.140625,0.90625,-0.03125,-9.765625,0,1.953125,0,0,0
453,0.15625,0.921875,-0.0625,-9.765625,0,3.90625,0,0,0
454,0.1875,0.890625,0.015625,-9.765625,0,5.859375,0,0,0
455,0.203125,0.921875,0.015625,-7.8125,1.953125,3.90625,0,0,0
456,0.265625,0.96875,-0.03125,-7.8125,0,7.8125,0,0,0
457,0.15625,0.859375,0.078125,-5.859375,0,3.90625,0,0,0
458,0.21875,0.890625,-0.03125,-5.859375,0,7.8125,0,0,0
459,0.25,0.96875,0.078125,-9.765625,5.859375,5.859375,0,0,0
460,0.1875,0.859375,0,-7.8125,0,7.8125,0,0,0
461,0.265625,1,0.09375,-7.8125,3.90625,3.90625,0,0,0
462,0.296875,0.84375,0.0625,-5.859375,1.953125,5.859375,0,0,0
463,0.234375,0.890625,0.0625,-3.90625,0,5.859375,0,0,0
464,0.25,0.890625,0.078125,-5.859375,3.90625,3.90625,0,0,0
465,0.34375,0.953125,0.046875,-5.859375,0,5.859375,0,0,0
466,0.34375,0.921875,0.109375,-3.90625,1.953125,1.953125,0,0,0
467,0.296875,0.921875,0.09375,-1.953125,0,3.90625,0,0,0
468,0.34375,0.890625,0.15625,-1.953125,0,1.953125,0,0,0
469,0.34375,0.921875,0.140625,-1.953125,0,1.953125,0,0,0
470,0.328125,0.890625,0.140625,0,0,0,0,0,0
471,0.390625,0.921875,0.171875,-1.953125,0,1.953125,0,0,0
472,0.3125,0.90625,0.1875,0,0,-1.953125,0,0,0
473,0.34375,0.96875,0.15625,-1.953125,1.953125,0,0,0,0
474,0.3125,0.890625,0.140625,0,0,-1.953125,0,0,0
475,0.328125,0.953125,0.1875,0,0,0,0,0,0
476,0.34375,0.9375,0.203125,0,0,0,0,0,0
477,0.34375,0.9375,0.1875,0,0,0,0,0,0
478,0.3125,0.921875,0.171875,1.953125,0,0,0,0,0
479,0.34375,0.90625,0.171875,1.953125,0,0,0,0,0
480,0.34375,0.921875,0.15625,3.90625,0,0,0,0,0
481,0.328125,0.875,0.109375,9.765625,-1.953125,-3.90625,0,0,0
482,0.296875,0.875,0.078125,11.71875,-3.90625,-7.8125,0,0,0
483,0.28125,0.890625,0.078125,11.71875,0,-9.765625,0,0,0
484,0.328125,0.90625,0.046875,11.71875,0,-7.8125,0,0,0
485,0.21875,0.90625,0,9.765625,0,-5.859375,0,0,0
486,0.21875,0.90625,0,9.765625,0,-5.859375,0,0,0
487,0.203125,0.921875,0,9.765625,0,-3.90625,0,0,0
488,0.1875,0.90625,-0.015625,7.8125,0,-3.90625,0,0,0
489,0.203125,1.0625,-0.09375,5.859375,0,-1.953125,0,0,0
490,0.21875,0.875,-0.046875,9.765625,1.953125,-3.90625,0,0,0
491,0.15625,0.96875,-0.109375,7.8125,0,-1.953125,0,0,0
492,0.1875,0.921875,-0.03125,9.765625,1.953125,-3.90625,0,0,0
493,0.15625,0.953125,-0.140625,3.90625,1.953125,-1.953125,0,0,0
494,0.1875,0.890625,-0.109375,3.90625,1.953125,0,0,0,0
495,0.1875,0.984375,-0.203125,3.90625,0,0,0,0,0
496,0.15625,0.96875,-0.171875,3.90625,0,0,0,0,0
497,0.171875,1,-0.1875,1.953125,0,0,0,0,0
498,0.1875,0.9375,-0.125,0,1.953125,0,0,0,0
499,0.1875,0.984375,-0.21875,0,0,0,0,0,0
500,0.171875,0.9375,-0.171875,0,0,0,0,0,0
501,0.15625,1.015625,-0.171875,-1.953125,0,1.953125,0,0,0
502,0.15625,1.015625,-0.171875,-1.953125,0,1.953125,0,0,0
503,0.1875,0.921875,-0.125,-1.953125,0,3.90625,0,0,0
504,0.1875,1,-0.21875,-3.90625,0,5.859375,0,0,0
505,0.203125,1,-0.171875,-3.90625,0,5.859375,0,0,0
506,0.21875,0.984375,-0.171875,-3.90625,0,3.90625,0,0,0
507,0.234375,1.03125,-0.15625,-1.953125,0,3.90625,0,0,0
508,0.25,1.03125,-0.140625,-3.90625,0,1.953125,0,0,0
509,0.25,0.96875,-0.109375,-1.953125,0,-1.953125,0,0,0
510,0.25,0.921875,-0.109375,0,0,0,0,0,0
511,0.234375,0.9375,-0.109375,0,0,0,0,0,0
512,0.21875,1.140625,-0.09375,-1.953125,0,-5.859375,0,0,0
513,0.21875,1.171875,-0.125,-1.953125,0,-9.765625,0,0,0
514,0.21875,1.171875,-0.15625,5.859375,0,-1.953125,0,0,0
515,0.15625,1.0625,-0.015625,3.90625,0,-5.859375,0,0,0
516,0.15625,1.015625,-0.109375,0,0,-9.765625,0,0,0
517,0.140625,0.90625,-0.03125,-1.953125,0,0,0,0,0
518,0.140625,0.90625,-0.03125,-1.953125,0,0,0,0,0
519,0.1875,0.96875,-0.125,-3.90625,0,0,0,0,0
520,0.140625,0.875,-0.046875,-3.90625,0,1.953125,0,0,0
521,0.140625,0.859375,-0.09375,-5.859375,0,0,0,0,0
522,0.15625,0.984375,-0.125,-5.859375,0,1.953125,0,0,0
523,0.203125,0.921875,-0.015625,-5.859375,0,1.953125,0,0,0
524,0.140625,0.9375,-0.03125,-3.90625,0,1.953125,0,0,0
525,0.1875,0.890625,0.015625,-5.859375,0,5.859375,0,0,0
526,0.21875,0.953125,0,-9.765625,0,5.859375,0,0,0
527,0.265625,0.9375,0,-9.765625,0,7.8125,0,0,0
528,0.25,0.953125,0,-9.765625,0,5.859375,0,0,0
529,0.265625,0.828125,0.03125,-7.8125,1.953125,5.859375,0,0,0
530,0.234375,0.859375,0.03125,-7.8125,1.953125,3.90625,0,0,0
531,0.28125,0.953125,0.078125,-5.859375,0,3.90625,0,0,0
532,0.28125,0.875,0.109375,-5.859375,1.953125,1.953125,0,0,0
533,0.3125,0.875,0.0625,-1.953125,0,1.953125,0,0,0
534,0.265625,0.90625,0.15625,-1.953125,0,0,0,0,0
535,0.34375,0.921875,0.1875,-7.8125,0,5.859375,0,0,0
536,0.28125,0.859375,0.125,0,0,0,0,0,0
537,0.34375,0.921875,0.1875,-1.953125,0,1.953125,0,0,0
538,0.328125,0.9375,0.234375,0,0,0,0,0,0
539,0.34375,0.921875,0.171875,-1.953125,0,1.953125,0,0,0
540,0.3125,0.921875,0.15625,0,0,0,0,0,0
541,0.359375,0.921875,0.203125,0,0,0,0,0,0
542,0.3125,0.90625,0.140625,1.953125,0,0,0,0,0
543,0.328125,0.9375,0.171875,0,0,0,0,0,0
544,0.34375,0.921875,0.171875,1.953125,0,0,0,0,0
545,0.3125,0.90625,0.15625,1.953125,0,-1.953125,0,0,0
546,0.3125,0.890625,0.140625,3.90625,0,0,0,0,0
547,0.328125,0.9375,0.109375,5.859375,-1.953125,-1.953125,0,0,0
548,0.34375,0.921875,0.125,7.8125,0,-3.90625,0,0,0
549,0.3125,0.96875,0.078125,1.953125,0,0,0,0,0
550,0.3125,0.96875,0.078125,1.953125,0,0,0,0,0
551,0.296875,0.96875,0.09375,0,0,0,0,0,0
552,0.3125,0.96875,0.09375,0,0,0,0,0,0
553,0.3125,0.96875,0.0625,0,0,0,0,0,0
554,0.296875,0.9375,0.0625,0,0,0,0,0,0
555,0.28125,0.96875,0.078125,0,0,0,0,0,0
556,0.296875,0.9375,0.0625,0,0,0,0,0,0
557,0.296875,0.953125,0.078125,0,0,0,0,0,0
558,0.296875,0.953125,0.078125,0,0,0,0,0,0
559,0.296875,0.953125,0.078125,0,0,0,0,0,0
560,0.296875,0.96875,0.09375,0,0,0,0,0,0
561,0.296875,0.953125,0.078125,0,0,0,0,0,0
562,0.28125,0.953125,0.109375,0,0,0,0,0,0
