motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
afzal-shoulderpress-30,1500,10,16,16,16,500,500,500
index,ax,ay,az,gx,gy,gz,mx,my,mz
779,0.0625,0.96875,-0.109375,9.765625,0,-5.859375,0,0,0
780,0.078125,0.953125,-0.171875,9.765625,0,-1.953125,0,0,0
781,0.03125,0.984375,-0.1875,9.765625,0,-1.953125,0,0,0
782,0.03125,0.953125,-0.203125,5.859375,0,-1.953125,0,0,0
783,0,0.984375,-0.203125,3.90625,0,-3.90625,0,0,0
784,0.03125,0.953125,-0.234375,-1.953125,0,-5.859375,0,0,0
785,0.015625,0.96875,-0.28125,-1.953125,0,-1.953125,0,0,0
786,0,0.96875,-0.234375,-3.90625,0,0,0,0,0
787,-0.03125,0.9375,-0.203125,-3.90625,0,0,0,0,0
788,-0.015625,1,-0.1875,-5.859375,0,1.953125,0,0,0
789,0,0.953125,-0.140625,-5.859375,0,1.953125,0,0,0
790,0,0.953125,-0.09375,-7.8125,0,0,0,0,0
791,0,1.015625,-0.109375,-9.765625,0,3.90625,0,0,0
792,0.03125,1,0,-11.71875,0,1.953125,0,0,0
793,0.03125,1,0,-13.671875,0,1.953125,0,0,0
794,0.078125,1.078125,0.140625,-5.859375,0,3.90625,0,0,0
795,0.0625,1.03125,0.15625,-1.953125,0,1.953125,0,0,0
796,0.09375,1,0.125,-1.953125,0,0,0,0,0
797,0.09375,0.984375,0.15625,0,0,0,0,0,0
798,0.09375,0.984375,0.140625,0,0,0,0,0,0
799,0.09375,0.96875,0.140625,0,0,0,0,0,0
800,0.09375,0.953125,0.140625,0,0,0,0,0,0
801,0.09375,0.96875,0.140625,0,0,0,0,0,0
802,0.09375,1.015625,0.140625,0,0,0,0,0,0
803,0.09375,1.078125,0.15625,0,0,0,0,0,0
804,0.03125,1.1875,0.109375,21.484375,1.953125,-17.578125,0,0,0
805,0.015625,1.1875,0.078125,21.484375,1.953125,-17.578125,0,0,0
806,0.015625,1.09375,0.0625,21.484375,1.953125,-17.578125,0,0,0
807,0,1.03125,0.015625,19.53125,1.953125,-15.625,0,0,0
808,0,0.984375,0.015625,17.578125,3.90625,-11.71875,0,0,0
809,-0.046875,1,-0.015625,15.625,3.90625,-9.765625,0,0,0
810,-0.046875,1,-0.0625,13.671875,3.90625,-1.953125,0,0,0
811,-0.046875,0.984375,-0.0625,13.671875,1.953125,0,0,0,0
812,-0.03125,0.90625,-0.09375,9.765625,0,3.90625,0,0,0
813,-0.046875,0.921875,-0.125,5.859375,0,3.90625,0,0,0
814,0,0.90625,-0.140625,-5.859375,0,7.8125,0,0,0
815,0.015625,0.96875,-0.1875,-5.859375,0,7.8125,0,0,0
816,0.0625,0.75,-0.046875,-5.859375,0,9.765625,0,0,0
817,0,0.984375,-0.109375,-5.859375,0,9.765625,0,0,0
818,0.03125,0.890625,-0.0625,-5.859375,0,9.765625,0,0,0
819,0.140625,0.875,-0.046875,-3.90625,-1.953125,15.625,0,0,0
820,0.046875,0.921875,-0.046875,-5.859375,0,9.765625,0,0,0
821,0.09375,0.875,-0.078125,-5.859375,0,7.8125,0,0,0
822,0.15625,0.96875,-0.09375,-3.90625,0,9.765625,0,0,0
823,0.21875,0.921875,-0.015625,-7.8125,0,11.71875,0,0,0
824,0.109375,1,-0.09375,-3.90625,0,7.8125,0,0,0
825,0.28125,0.9375,0.015625,-9.765625,0,11.71875,0,0,0
826,0.21875,0.890625,-0.03125,-3.90625,1.953125,9.765625,0,0,0
827,0.28125,0.890625,0.046875,-7.8125,1.953125,9.765625,0,0,0
828,0.25,0.890625,-0.0625,-1.953125,3.90625,3.90625,0,0,0
829,0.3125,0.90625,0,0,-1.953125,3.90625,0,0,0
830,0.234375,0.9375,0.015625,0,1.953125,0,0,0,0
831,0.296875,0.953125,-0.015625,0,0,0,0,0,0
832,0.234375,0.921875,0,0,0,-1.953125,0,0,0
833,0.25,0.90625,-0.015625,1.953125,-3.90625,-3.90625,0,0,0
834,0.171875,0.859375,-0.078125,9.765625,-1.953125,-11.71875,0,0,0
835,0.203125,0.828125,-0.078125,13.671875,-3.90625,-11.71875,0,0,0
836,0.171875,0.921875,-0.046875,15.625,-3.90625,-11.71875,0,0,0
837,0.046875,1.03125,-0.109375,13.671875,0,-9.765625,0,0,0
838,0.046875,1.03125,-0.109375,13.671875,0,-7.8125,0,0,0
839,0.109375,0.984375,-0.125,13.671875,0,-7.8125,0,0,0
840,0.0625,1.03125,-0.171875,11.71875,1.953125,-5.859375,0,0,0
841,0.125,1.015625,-0.171875,9.765625,0,-5.859375,0,0,0
842,0.09375,0.921875,-0.21875,5.859375,5.859375,-9.765625,0,0,0
843,0.078125,0.90625,-0.234375,3.90625,3.90625,-11.71875,0,0,0
844,0.078125,0.890625,-0.25,3.90625,3.90625,-7.8125,0,0,0
845,0.03125,0.875,-0.25,1.953125,0,-7.8125,0,0,0
846,-0.03125,1,-0.359375,0,1.953125,-3.90625,0,0,0
847,0.03125,0.9375,-0.21875,-5.859375,0,-1.953125,0,0,0
848,0,0.953125,-0.1875,-7.8125,0,0,0,0,0
849,-0.015625,0.96875,-0.140625,-9.765625,-3.90625,0,0,0,0
850,-0.046875,1,-0.140625,-9.765625,-1.953125,1.953125,0,0,0
851,0,0.953125,-0.078125,-11.71875,-1.953125,1.953125,0,0,0
852,0.015625,1,0,-13.671875,0,3.90625,0,0,0
853,0.015625,1,0,-13.671875,0,3.90625,0,0,0
854,0,1.03125,0.046875,-15.625,0,3.90625,0,0,0
855,0.046875,1.0625,0.046875,-13.671875,0,5.859375,0,0,0
856,0.03125,1.0625,0.0625,-11.71875,0,5.859375,0,0,0
857,0.046875,1.0625,0.09375,-9.765625,0,3.90625,0,0,0
858,0.046875,1.078125,0.125,-7.8125,0,3.90625,0,0,0
859,0.0625,1.03125,0.140625,-7.8125,0,1.953125,0,0,0
860,0.0625,1.03125,0.125,-5.859375,0,0,0,0,0
861,0.078125,1.03125,0.140625,0,0,1.953125,0,0,0
862,0.078125,1.015625,0.15625,0,0,1.953125,0,0,0
863,0.0625,0.984375,0.15625,0,0,0,0,0,0
864,0.078125,0.984375,0.15625,-1.953125,0,0,0,0,0
865,0.078125,0.984375,0.15625,-1.953125,1.953125,1.953125,0,0,0
866,0.09375,1,0.140625,-1.953125,0,1.953125,0,0,0
867,0.109375,0.96875,0.171875,0,0,0,0,0,0
868,0.109375,0.96875,0.171875,0,0,0,0,0,0
869,0.109375,0.96875,0.171875,0,0,0,0,0,0
870,0.109375,0.96875,0.171875,0,0,0,0,0,0
871,0.09375,0.96875,0.1875,0,0,0,0,0,0
872,0.09375,0.984375,0.1875,0,0,0,0,0,0
873,0.09375,0.984375,0.1875,0,0,0,0,0,0
874,0.09375,0.96875,0.203125,0,0,0,0,0,0
875,0.109375,0.984375,0.203125,0,0,0,0,0,0
876,0.109375,0.984375,0.203125,0,0,0,0,0,0
877,0.109375,0.984375,0.1875,0,0,0,0,0,0
878,0.109375,0.984375,0.1875,0,0,0,0,0,0
879,0.09375,0.984375,0.1875,0,0,0,0,0,0
880,0.109375,1.03125,0.1875,0,0,-1.953125,0,0,0
881,0.09375,1.09375,0.1875,1.953125,0,-1.953125,0,0,0
882,0.03125,1.25,0.1875,13.671875,0,-7.8125,0,0,0
883,0.0625,1.234375,0.171875,17.578125,0,-11.71875,0,0,0
884,0,1.1875,0.15625,19.53125,0,-13.671875,0,0,0
885,0,1.140625,0.125,19.53125,1.953125,-15.625,0,0,0
886,0,1.140625,0.0625,21.484375,1.953125,-15.625,0,0,0
887,-0.078125,1.078125,0.046875,19.53125,1.953125,-9.765625,0,0,0
888,-0.046875,1.03125,0.015625,15.625,0,-7.8125,0,0,0
889,-0.046875,0.90625,0,7.8125,0,0,0,0,0
890,-0.015625,1.046875,-0.109375,5.859375,0,1.953125,0,0,0
891,0,0.9375,-0.0625,0,-1.953125,3.90625,0,0,0
892,-0.03125,0.984375,-0.109375,-3.90625,1.953125,3.90625,0,0,0
893,0.015625,0.9375,-0.15625,-3.90625,0,7.8125,0,0,0
894,0,0.96875,0,-5.859375,1.953125,7.8125,0,0,0
895,0.015625,0.890625,-0.015625,-5.859375,0,7.8125,0,0,0
896,-0.078125,0.953125,-0.15625,-5.859375,1.953125,9.765625,0,0,0
897,0.0625,0.796875,0.015625,-3.90625,-1.953125,9.765625,0,0,0
898,0.0625,0.796875,0.015625,-3.90625,-1.953125,9.765625,0,0,0
899,0.09375,0.875,0,-3.90625,-1.953125,9.765625,0,0,0
900,0.09375,1,0.015625,-9.765625,0,11.71875,0,0,0
901,0.0625,0.890625,0,-1.953125,0,5.859375,0,0,0
902,0.234375,0.9375,-0.015625,-3.90625,0,11.71875,0,0,0
903,0.15625,1,0,-3.90625,0,7.8125,0,0,0
904,0.1875,0.953125,0,-3.90625,0,9.765625,0,0,0
905,0.171875,0.953125,0,0,1.953125,3.90625,0,0,0
906,0.203125,1,0.015625,-1.953125,1.953125,5.859375,0,0,0
907,0.203125,0.921875,0,-1.953125,0,3.90625,0,0,0
908,0.234375,0.921875,0,0,0,3.90625,0,0,0
909,0.203125,0.96875,0.046875,0,1.953125,1.953125,0,0,0
910,0.234375,0.984375,0.015625,0,0,1.953125,0,0,0
911,0.234375,0.953125,0.046875,0,3.90625,0,0,0,0
912,0.296875,1,0.046875,0,0,1.953125,0,0,0
913,0.25,0.96875,0.03125,0,0,0,0,0,0
914,0.234375,0.953125,0.046875,3.90625,0,-3.90625,0,0,0
915,0.234375,0.953125,0.046875,3.90625,0,-3.90625,0,0,0
916,0.203125,0.953125,0,7.8125,-1.953125,-3.90625,0,0,0
917,0.21875,0.9375,0.03125,7.8125,0,-3.90625,0,0,0
918,0.1875,0.9375,0,7.8125,1.953125,-5.859375,0,0,0
919,0.1875,0.9375,-0.0625,9.765625,0,-5.859375,0,0,0
920,0.203125,0.9375,-0.046875,7.8125,0,-3.90625,0,0,0
921,0.15625,0.90625,-0.0625,9.765625,0,-5.859375,0,0,0
922,0.1875,0.96875,-0.109375,5.859375,0,-3.90625,0,0,0
923,0.09375,1.03125,-0.140625,3.90625,0,-7.8125,0,0,0
924,0.15625,0.890625,-0.09375,7.8125,-1.953125,-9.765625,0,0,0
925,0.125,0.859375,-0.046875,7.8125,-1.953125,-7.8125,0,0,0
926,0.046875,0.984375,-0.125,7.8125,-1.953125,-7.8125,0,0,0
927,0,1.03125,-0.09375,5.859375,0,-1.953125,0,0,0
928,0.046875,0.984375,-0.15625,3.90625,1.953125,-5.859375,0,0,0
929,0.015625,0.953125,-0.21875,0,0,-1.953125,0,0,0
930,0.015625,0.953125,-0.21875,1.953125,0,-1.953125,0,0,0
931,0.015625,1,-0.171875,0,0,-1.953125,0,0,0
932,-0.03125,0.96875,-0.1875,0,0,-1.953125,0,0,0
933,-0.015625,1.015625,-0.171875,-1.953125,0,0,0,0,0
934,-0.015625,1,-0.140625,-3.90625,0,-1.953125,0,0,0
935,-0.03125,0.921875,-0.109375,-7.8125,0,-3.90625,0,0,0
936,0,0.9375,-0.125,-5.859375,0,-3.90625,0,0,0
937,-0.0625,0.96875,-0.0625,-5.859375,0,3.90625,0,0,0
938,-0.046875,0.96875,-0.0625,-7.8125,0,1.953125,0,0,0
939,-0.0625,0.984375,-0.078125,-7.8125,0,3.90625,0,0,0
940,-0.015625,0.984375,-0.015625,-9.765625,0,3.90625,0,0,0
941,-0.03125,1.03125,-0.015625,-9.765625,0,1.953125,0,0,0
942,0,1.03125,0,-9.765625,0,5.859375,0,0,0
943,0,1.015625,0,-9.765625,-1.953125,5.859375,0,0,0
944,0.03125,1,0.015625,-9.765625,0,7.8125,0,0,0
945,0.0625,1.0625,0.0625,-9.765625,0,3.90625,0,0,0
946,0.0625,1.0625,0.0625,-9.765625,0,3.90625,0,0,0
947,0.078125,1.046875,0.078125,-7.8125,0,1.953125,0,0,0
948,0.078125,1.0625,0.09375,-5.859375,0,1.953125,0,0,0
949,0.078125,1.0625,0.09375,-5.859375,0,1.953125,0,0,0
950,0.09375,1.015625,0.125,-3.90625,0,1.953125,0,0,0
951,0.078125,1.015625,0.125,-3.90625,0,1.953125,0,0,0
952,0.078125,1.015625,0.125,-1.953125,0,0,0,0,0
953,0.09375,1,0.140625,-1.953125,0,0,0,0,0
954,0.0625,1,0.140625,-1.953125,0,0,0,0,0
955,0.078125,1,0.140625,-1.953125,0,0,0,0,0
956,0.078125,1,0.140625,-1.953125,0,0,0,0,0
957,0.078125,0.984375,0.15625,-1.953125,0,0,0,0,0
958,0.09375,0.96875,0.171875,-1.953125,0,0,0,0,0
959,0.09375,0.96875,0.171875,-1.953125,0,0,0,0,0
960,0.09375,0.96875,0.171875,-1.953125,0,0,0,0,0
961,0.109375,0.96875,0.171875,-1.953125,0,0,0,0,0
