motion_name,threshold,trigger,ax_lambda,ay_lambda,az_lambda,gx_lambda,gy_lambda,gz_lambda
benchpress_ethan_2,1500,10,16,16,16,500,500,500
383,-0.15625,0.921875,0.3125,-3.90625,-15.625,-3.90625,,,
384,-0.109375,0.921875,0.234375,0,-9.765625,-7.8125,,,
385,-0.15625,0.859375,0.296875,3.90625,-13.671875,1.953125,,,
386,-0.21875,0.8125,0.234375,5.859375,-9.765625,-7.8125,,,
387,-0.171875,0.8125,0.234375,7.8125,-15.625,-1.953125,,,
388,-0.28125,0.75,0.171875,7.8125,-9.765625,-13.671875,,,
389,-0.28125,0.796875,0.15625,5.859375,0,-7.8125,,,
390,-0.296875,0.828125,0.15625,7.8125,0,-9.765625,,,
391,-0.28125,0.84375,0.140625,11.71875,11.71875,-13.671875,,,
392,-0.1875,0.828125,0.015625,13.671875,-5.859375,0,,,
393,-0.1875,0.828125,0.015625,11.71875,-7.8125,0,,,
394,-0.265625,0.796875,0.15625,5.859375,-25.390625,-5.859375,,,
